text,label,channel,source
مساء الخيراات,legit,sms,Arabic_Spam.csv
سيدي العزيز سيدتي السيدة قاضي حمانين ، لقد قررت ان اطلب تعاونا سريا معك من اجل تنفيذ الصفقة الموضحة هنا من اجل مصلحتنا المتبادلة اتمني ان تبقيها سرا نظرا لطبيعة المعاملة خلال عملية التدقيق التي اجريناها الشهر الماضي ، اكتشفت صندوقا غير مطالب به مهجور يبلغ اجماليه 3 5 مليون دولار امريكي في حساب مصرفي يخص عميلا لسوء الحظ فقد حياته وعايلته باكملها في حادث سيارة الان بنكنا ينتظر ان ياتي اي من الاقارب للمطالبة ولكن لم يفعل ذلك احد انا شخصيا لم انجح في تحديد مكان اي من الاقارب ، والان ، اسعي بصدق للحصول علي موافقتك لتقديمك بصفتك الاقرباء المستفيدون من المتوفي بحيث تبلغ قيمة عايدات هذا الحساب us 3 5 million united states dollars يمكن دفعها لك ، والتي سنشاركها في هذه النسب الميوية ، 60٪ لي و 40٪ لك كل ما اطلبه هو تعاونكم الصادق ؛ الثقة والسرية القصوي لتحقيق هذا المشروع بنجاح لقد حددت بعناية الاخلاق لتنفيذ هذه المعاملة بموجب ترتيب شرعي لحمايتك من اي خرق للقانون في بلدك وهنا في بلدي عندما يتم تحويل الاموال الي حسابك المصرفي سيتعين علي تقديم المستند ذي الصلة بالكامل الذي سيطلب منك للاشارة الي انك المستفيد الشرعي من هذا الارث وسيقوم مصرفنا بالافراج عن الصندوق لك دون اي مزيد من التاخير ، وبعد النظر في هذا العرض وقبولك له ، يرجي مراسلتي المعلومات التالية كما هو موضح ادناه حتي نتمكن من المتابعة و,phishing,email,phishing-bilingual.csv
بكره ولا بعده,legit,sms,Arabic_Spam.csv
حبيبي قول للموظف ان السياره باسمي وعطه اسمي كامل عشان اذا اتصلت عليه,legit,sms,Arabic_Spam.csv
عزيزي المستخدم نظرا لاننا نقوم بتحسين نظام الامان لدينا وتحسين تجربتك البريدية ، فقد اكتشفنا ان اعدادات بريدك قديمة نريد ترقية جميع علب بريد outlook الخاصة بنا لاكمال هذا الاجراء ، يرجي <badlink> النقر هنا <badlink> لترقية حسابك الي احدث outlook web apps 2015 ، وتسجيل الدخول الي نظام ادارة microsoft exchange outlook ، وترقية صندوق البريد الخاص بك تلقاييا عن طريق ملء المتطلبات بشكل صحيح باخلاص، مكتب خدمة its,phishing,email,phishing-bilingual.csv
يرجي تسجيل الدخول الي نظام workday لاكمال هذا الاجراء عملية العمل الموافقة اجراء معلق من قبل المشرف ، الموضوع طلب الاجازة الطلبات المعلقة انقر هنا لعرض تفاصيل الاخطار,phishing,email,phishing-bilingual.csv
شكرا لك جوردان سي فون المدير المالي الوطني aalc اللجنة الوطنية الديمقراطية 202 <phone> <الهاتف 202 <phone> > س 407 <phone> <الهاتف 407 <phone> > ج user domain <mailto user domain>,legit,email,legit-bilingual.csv
ردتاغ تحتفل بيوم ميلادك هدية1500نقطة ب15ر تسوق واستبدل قبل 3 mar 2023,phishing,sms,Arabic_Spam.csv
مرحبا احمد عباس ، انا استخدم مترجما حتي نتواصل بشكل افضل لقد كنت ابحث عن شخص يحمل هذا الاسم الاخير عباس ، لذلك عندما رايت ملفك الشخصي علي facebook ، قررت ان اضيفك واكتب اليك هذه الرسالة لمعرفة افضل طريقة يمكننا من خلالها مساعدة بعضنا البعض انا السيد cheong wee ، ضابط بنك هنا في بانكوك تايلاند مع بنك united oversea bank uob اعتقد انه من رغبة الله بالنسبة لي ان اصادفكم الان لدي مناقشة مهمة في مجال الاعمال وارغب في مشاركتها معك والتي اعتقد انها ستثير اهتمامك ، لانها تتعلق باسمك جنسيتك الاخيرة وستستفيد منها احد الراحلين الن عباس ، مواطن من بلدك كان يعمل في مجال الذهب هنا في بانكوك ، لديه وديعة ثابتة لدي المصرف الذي اتعامل معه في عام 2007 لمدة 108 اشهر تقويمية ، بقيمة 5،500،000 00 دولار امريكي خمسة ملايين وخمسماية دولار امريكي في موعد الاستحقاق كان الايداع الاخير في الثاني والعشرين من يناير 2014 للاسف كان الن عباس من بين الضحايا في حادث تحطم الطايرة الاخير في روسيا والذي شمل اثنين وستين راكبا في المنطقة الوسطي من روستوف اون دون لم تعرف ادارة البنك الخاصة بي بعد وفاته ، علمت بهذا لانني كنت مسوول حسابه ولم يذكر اي من اقرباء ولي العهد عند فتح الحساب ، ولم يكن متزوجا ولم يتم العثور علي قريب له في الاسبوع الماضي ، عقدت ادارة البنك لدي اجتماعا لاجراء عملية التحقق من البنك لتدوين حسابات الوداي,phishing,email,phishing-bilingual.csv
كلمة مرور لمرة واحدة رمز <otp> ل اصدار بطاقة صراف جهاز الخدمة الذاتية,legit,sms,Arabic_Spam.csv
الدمام,legit,sms,Arabic_Spam.csv
خصومات يوم التاسيس حتي 70 تسوق الان <url>,phishing,sms,Arabic_Spam.csv
فشلت محاولات تسجيل الدخول من اجل امانك ، تم حظر الوصول عبر الانترنت السبب المقدم هو لديك٪ few محاولات تسجيل دخول فاشلة,phishing,email,phishing-bilingual.csv
عزيزي الطالب، تم تنفيذ ترقية امنية حديثة علي خوادمنا يتعين علي جميع مستخدمي enterprise الان تحديث معلومات الحساب باتباع الرابط ادناه هذا التحديث مطلوب لتفعيل ميزة الامان في حسابك شكرا لك,phishing,email,phishing-bilingual.csv
تخزين حسابك علي وشك الانتهاء لقد اكتشفنا ان حسابك <email> حد التخزين ممتلي تقريبا لخدمتك بشكل افضل ، طلبنا مساحة اضافية اذا تجاوزت حد التخزين الخاص بك ، فبعد فترة من الوقت ، سيتم ارجاع الرسايل الواردة الي حساب بريدك الالكتروني الي المرسل ولن تتمكن من ارسال رسايل جديدة يرجي مراجعة نشاط حسابك وسنساعدك في اتخاذ الاجراءات التصحيحية,phishing,email,phishing-bilingual.csv
تم حظر حسابك المصرفي موقتا انقر ادناه الرابط لتحديث مجانا <url>,phishing,sms,Arabic_Spam.csv
خصومات خيالية علي شنط الهدايا بالفروع، وعروض حصرية بالمتجر الالكتروني,phishing,sms,Arabic_Spam.csv
شهر الخير علي الابواب، اهد احبابك لرمضان مع مجموعات ابيات aby at rsc2,phishing,sms,Arabic_Spam.csv
جربي اذا حطيتي اغلاق يمكن يجيك ثلاث خطوط فوق فيه تسجيل دخول,legit,sms,Arabic_Spam.csv
صحيح بيكون الاربعاء والخميس عطلة نهاية اسبوع مطوله,legit,sms,Arabic_Spam.csv
لضمان التسليم الي صندوق الوارد الخاص بك ، يرجي اضافة <email> الي دفتر العناوين الخاص بك لن تطلب شركة arms مطلقا معلومات شخصية حساسة ، مثل رقم الضمان الاجتماعي او pin او كلمة المرور او رقم الحساب في البريد الالكتروني,phishing,email,phishing-bilingual.csv
انا مدري عن شيء,legit,sms,Arabic_Spam.csv
يعني مستوي٧ صح؟,legit,sms,Arabic_Spam.csv
لقد استخدمت 99 3٪ من اجمالي البيانات المخصصة لصندوق البريد الخاص بك لتجنب وضع رسايلك الواردة قيد الانتظار او فقدانها بشكل دايم ، نطلب منك اعادة التحقق من صحة صندوق البريد الخاص بك لتوسيع حجم تخصيص البيانات الخاص بك,phishing,email,phishing-bilingual.csv
خووش شغل ماشاءالله بس من جد الموسيقي مالها داعي ليتهم مسولفين احسن,legit,sms,Arabic_Spam.csv
الحمدلله وعسي دوووم,legit,sms,Arabic_Spam.csv
لا تروح عليك ثلاجة كلاس 592 لتر باب واحد ب2699 رس bit ly 39dawmj,phishing,sms,Arabic_Spam.csv
يرجي الاطلاع علي المستند الذي قمت بتحميله لك باستخدام محرر مستندات google انقر هنا فقط قم بتسجيل الدخول باستخدام بريدك الالكتروني لعرض المستند ، فهو مهم للغاية شكرا لك,phishing,email,phishing-bilingual.csv
عزيزي المستخدم، هذه الرسالة تذكير بان كلمة المرور الخاصة بحسابك ستنتهي في 25 10 2020 خلال 10 ايام يرجي تغيير كلمة مرور البريد الالكتروني الخاص بك قبل التاريخ المذكور لتجنب رفض الوصول الي موارد المنطقة مثل البريد الالكتروني ومشاركات الشبكة وما الي ذلك انقر هنا للتحديث,phishing,email,phishing-bilingual.csv
فزعتك,legit,sms,Arabic_Spam.csv
المعاملة عند الافراج الفعلي عن الاموال وهذا سيمنع اي خرق للقوانين من كلا البلدين صديقي هذه الصفقة شرعية بنسبة 100 ولا تنطوي علي اي مخاطرة سنحققها بنجاح دون اي تردد لذلك لا تخف باي شكل من الاشكال لانني اثق بك كصديق عزيز,phishing,email,phishing-bilingual.csv
تخفيضات اليوم الوطني من 15 حتي 70 علي تشكيلة كبيرة من المنتجات,phishing,sms,Arabic_Spam.csv
عرض يوم التاسيس خصم 22 والضريبة علينا من ميداس للاثاث bit ly ksafeb22,phishing,sms,Arabic_Spam.csv
عزيزي كوستومر كنت قد حصلت علي جايزة 200 ميتي الف ريال من لولو هايبرماركت حدا تهنية كبيرة جدا هذا هو السحب محظوظ الترويجية للسنة الجديدة سعيدة حتي تتمكن من الاتصال بنا علي هذا العدد من <phone>,phishing,email,phishing-bilingual.csv
ابدا بداية جديدة واكتشف افضل عروض منتجاتك المفضلة bit ly 3djrnjo,phishing,sms,Arabic_Spam.csv
خصم يصل الي 60 عروض شتاء مكعب لفترة محدودة <url>,phishing,sms,Arabic_Spam.csv
كلايتون ، نحن موجودون في 353 n clark street عند الوصول ، يجب علي ديفيد تسجيل الوصول مع الامن ثم توجه الي موظف الاستقبال في الطابق الرابع يجب عليه تسجيل الوصول هناك وسوف ينبهوننا بوصوله نتطلع الي رويته يوم الخميس المقبل ، 19 مايو ، الساعة 3 30 مساء بتوقيت وسط امريكا الافضل، كاتي كاتي سيمان الاصدار 312 595 6249,legit,email,legit-bilingual.csv
اي نفسها,legit,sms,Arabic_Spam.csv
عزيزي المستخدم، ابلغناك انه سيتم اغلاق حسابك في 27 09 2019 لانك كنت تتجاهل جميع رسايل التحديث التي ارسلناها اليك اذا كنت ترغب في الاستمرار في استخدام تحديث حسابك الان لمواصلة استخدام خدمتنا انقر هنا للتحديث اشعار سيودي تجاهل هذه الرسالة الي انهاء حسابك دون اذنك باخلاص، فريق الامن,phishing,email,phishing-bilingual.csv
الاردن اتمني ان تكون جيد ذلك الشاب الذي ساعدتني معه في wh تم ادراج التدريب في قايمة الانتظار لست متاكدا مما اذا كان هناك اي شيء يمكننا فعله t يا مساعدة ، لكنني اعتقدت انني سوف اتواصل اي افكار؟ شكرا؟ جون اتكينسون نايب الرييس التنفيذي ، الشريك الاداري ويليس تاورز واتسون ويليس الينوي ، انك 233 s wacker drive ، suite 2000 شيكاغو ، الين ois 60606 هاتف <phone> م <phone> user domain <mailto user domain n com> willistowerswatson com << <link> >> المساعد كريستين بيترو <phone> user domain <mailto user domain atson com> تابع ويليس تاورز واتسون علي وسايل التواصل الاجتماعي << <link>> com en social media>,legit,email,legit-bilingual.csv
موافق يمكن ان اكون صديق خاطي جوردان كابلان 312 339 0224 في 17 مايو 2016 ، الساعة 1 31 مساء ، كوكس ، كلايتون <user domain <mailto user domain,legit,email,legit-bilingual.csv
من الواضح لي انك قد تكون خايفا من هذا الاقتراح، لكنني اريد ان اخبرك بانني قمت بترتيب جيد مع الشركة المورده حول كيفية توصيل الجزمة الي عنوان منزلك في بلدك بنجاح دون اي اثر اعدك مرة اخري انه لن يكون هناك اي شكل من شاكال المخاطرة في عملية تسليم الصندوق، وقد قررت ان اعوضك ب 30 من اجمالي الاموال مقابل مساعدتك بعد استلامك للصندوق بينما يجب ان يكون رصيد الباقي هو راسمالي الاستثماري في بلدك وعليك ان تتعهد بالاحتفاظ بالصندوق حتي اصل الي بلدك، اتمني ان تبقي هذه الصفقة سرية علي نفسك وحدك، اخبرني علي الفور اذا كنت جاهزا تماما لمساعدتي فيما يتعلق بهذا الاقتراح حتي اقدم لك المزيد من التفاصيل حول كيفية توصيل الحزمة الي عنوان منزلك من خلال شركة التوصيل,phishing,email,phishing-bilingual.csv
قام دانييل ميلان بتحديث حدث السفر في تقويم اجتماع ما قبل البيع للنشاط الموقت في 28 مايو 2014 طوال اليوم ماركو كاتينو ، ماسيميليانو لوبي تل ابيب ، مناقشة قبول puma انت تتلقي هذا الاشعار لانك تشاهد ما يلي نشاط موقت قبل اجتماع المبيعات المرسلة من قبل ملتقي اطلس 5 4 4 ، ويكي الموسسة,legit,email,legit-bilingual.csv
حذف مات كوري ريك جوان من كانر ، فايان في المكالمات ، 10 15 14 12 37 مساء ، جولي بايز ، جوال 443 <phone> ، الرجاء الاتصال,legit,email,legit-bilingual.csv
اللهم امين,legit,sms,Arabic_Spam.csv
تم ارسال هذا البريد الالكتروني من نظام الي يرجي عدم الرد اذا كان لديك اي اسيلة ، يرجي الاتصال بالمسوول للحصول علي المساعدة الشهادة الرقمية علي وشك الانتهاء الشهادة الرقمية التي تستخدمها للوصول الي خدمات الانترنت الخاصة ب adp علي وشك الانتهاء اذا لم تقم بتجديد شهادتك بحلول تاريخ انتهاء الصلاحية ادناه ، فلن تتمكن من الوصول الي خدمات adp عبر الانترنت الايام المتبقية قبل انتهاء الصلاحية 2 تاريخ الانتهاء جدد شهادتك الرقمية 1 انتقل الي عنوان url هذا <<link>> 2 اتبع التعليمات التي تظهر علي الشاشة 3 يمكنك ايضا تنزيل شهادة رقمية جديدة علي <<link>> احذف شهادتك الرقمية القديمة بعد تجديد شهادتك الرقمية ، تاكد من حذف الشهادة القديمة اتبع التعليمات الموجودة في نهاية عملية التجديد,phishing,email,phishing-bilingual.csv
اكبر تخفيضات ردتاغ متاحة الان خصم ٢٠٪ ٥٠٪ اسرع الي ردتاغ اليوم,phishing,sms,Arabic_Spam.csv
الحمدلله علي العافية,legit,sms,Arabic_Spam.csv
امشي بشويش,legit,sms,Arabic_Spam.csv
لقد اضفنا لك 1500 نقاط تسوق واستبدل نقاطك بقيمة 27 ر حتي ٢٩ فبراير,phishing,sms,Arabic_Spam.csv
لا تفوت الفرصة 15ر من نقاط يوم ميلادك ستنتهي في28 فبراير redtag la sv,phishing,sms,Arabic_Spam.csv
عزيزي فورتونات يسعدني ان اسمع منك لم اكن علي اتصال بعد بالبيانات التي عرضتها عليك في فيينا اما عن سوالك بالطبع سارسل المسلسل الذي ذكرته ولكنه كذلك فقط ما متوسطه ثلاثة تسلسلات زمنية اقليمية لحلقات الاشجار شمال السويد ، يامال ، تيمير ولا تتم معايرتها من حيث درجة الحرارة ومع ذلك ، فهو يمثل الصيف الدفء علي منطقة روسية كبيرة ، قدمنا موخرا ورقة تصف ا نهج توحيد مختلف للحفاظ علي تباين التردد المنخفض المطبق علي ا شبكة خطوط عرض كبيرة لبيانات كثافة الاشجار ينتج عن ذلك الاقليمية حتي 600 عام عمليات اعادة البناء المعايرة ومنحني نصف كروي تمثل جميعها موسم ابريل سبتمبر انا لقد طلبت من زميلي تيم اوزبورن هنا ارسال البيانات ونسخة من الاوراق اليكم ، انا انا علي وشك المغادرة لمدة اسبوعين ، لذا اذا كنت بحاجة الي مزيد من المعلومات ، فاتصل به اما بالنسبة لمناطق اخري من العالم فان لدي phil jones منحني نصف الكرة البديل وهناك هي بعض التسلسل الزمني لنصف الكرة الجنوبي درجة الحرارة حساسة هناك هطول قصير عمليات اعادة البناء لعدة مواقع ولكن موشرات جفاف بالمر المنهجية للولايات المتحدة من حوالي 1700 ساكون سعيدا للتحدث عبر الهاتف عن كل هذه الامور في غضون اسبوعين اطيب التمنيات كيث,legit,email,legit-bilingual.csv
20 ريال في جيبك عشانك غالي اطلب 20 كرتون من نوڤا وخذ لك كرتونين مجانا وكوبون m2 يخصم لك 20 ريال، بحد ادني 150 ريال الكوبون فعال لمدة 3 ايام بس يلا عالتطبيق؟ <url>,phishing,sms,Arabic_Spam.csv
صديقي، قبل ان اتواصل معك بشان هذه الصفقة، قمت بكل الاشياء الضرورية التي ستجعل هذه الصفقة ناجحة واريد منك ان تتوقف عن ازعاج نفسك تجاه هذه الصفقة لاننا سنحقق النجاح فيها كل ما اريده منك هو اتباع تعليماتي وتوجيهاتي حتي نتمكن من تحقيق النجاح في هذه الصفقة دون اي عوايق والتاكد من الحفاظ علي سرية هذه الصفقة بين الطرفين هنا,phishing,email,phishing-bilingual.csv
الان تخفيضات 50 بفروعنا والمتجر الالكتروني العربية للعود,phishing,sms,Arabic_Spam.csv
عزيز العميل تنبيه حسابك بنك الراجحي لاتعمل تصل رقم هذا <phone> قم بحظر حسابك المصرفي الاهلي مزيد من المعلومات اتصل هنا <phone>,phishing,sms,Arabic_Spam.csv
عزيزي عضو البطاقة ، يتطلب حساب بطاقتك انتباهك شكرا لك علي تقديم عنوان حديث لحساب امريكان اكسبريس الخاص بك امنك مهم جدا بالنسبة لنا ، يرجي تحديث معلومات حسابك لحماية حساب بطاقتك من الاستخدام الاحتيالي المحتمل عن طريق تسجيل الدخول الي حسابك عبر الانترنت قم بتحديث بريدك الالكتروني شكرا لك علي عضوية بطاقتك خدمة عملاء امريكان اكسبريس,phishing,email,phishing-bilingual.csv
عزيزي الطالب، لديك رسايل غير مقروءة من المكتب الاداري الرجاء الضغط هنا hxxp interzonescourier com organization ad٪20fs٪202 0٪20authentication ٪ 20web٪ 20site htm وقم بتسجيل الدخول لقراءة الرسايل لك في الخدمة ، مكتب الادارة,phishing,email,phishing-bilingual.csv
يحث علي التربية الاسلامية,legit,sms,Arabic_Spam.csv
ولا خلاص بعدين اقولك,legit,sms,Arabic_Spam.csv
مرحبا المولفين المشاركين ، فيما يلي بعض الافكار حول ما يمكن قوله بشان الحساسية المناخية في فصلنا هذا ملف محاولة التركيز علي الرسايل الرييسية والبسيطة لواضعي السياسات اعتقد اننا يجب ان نحاول الاحتفاظ بهذه المساحات المهمة وعدم اغفالها وسط كل التفاصيل ، التعقيد والمحاذير يمكن صياغة السوال الرييسي المتعلق بالسياسة علي النحو التالي هل المناخ الماضي يخبرنا التاريخ ما مدي حساسية النظام المناخي لثاني اكسيد الكربون؟ اقر بان الاجابات علي هذا التي حصلنا عليها من فترات زمنية مختلفة هي كما يلي وقت عميق عمليات اعادة البناء غير موكدة للغاية وظروف الحدود مختلفة للغاية ، مثل القارات في اماكن مختلفة ، ودورات مختلفة للمحيطات لاستخلاص استنتاجات كمية حول الحساسية تجاه ثاني اكسيد الكربون ، ولكن هناك دليل واضح علي ان اوقات ارتفاع ثاني اكسيد الكربون في تاريخ الارض تميل الي ان تكون خالية من الجليد royer et al 2004 الدليل الثاني هو العصر الباليوسيني المتاخر الحد الاقصي الحراري ، والذي يظهر ان المناخ قد استجاب عن طريق الاحترار لكربون كبير اطلاقه في الغلاف الجوي لا يعرف حجم اطلاق الكربون هذا منذ ذلك الحين العديد من مصادر الكربون ممكنة ، والتي لها توقيع نظيري مختلف و قد يعني بالتالي مبالغ مختلفة لكن استجابة درجة الحرارة كانت كبيرة 6k واذا اي شيء قد يشير هذا الرد الي حساسية عالية التغيرات الجليدية بين الجليدية,legit,email,legit-bilingual.csv
استشعار بمسووليتنا واخذ الاجراءات الاحترازية لمنع انتشار فيروس كورونا المستجد نفيدكم بانه تم ايقاف جميع المواعيد للعيادات الخارجية اعتبارا من يوم الاجد من اجل سلامتك وحفاظا علي صحتك احجز موعدك لاخذ لقاح كورونا عبر تطبيق صحتي، حمل التطبيق الان onelink to yic3nj وزارة الصحة,phishing,email,phishing-bilingual.csv
اللهم امين واياكم,legit,sms,Arabic_Spam.csv
مرحبا، انا مدير توظيف في امازون ونبحث حاليا عن موظفا عبر الانترنت بدوام جزيي بالعمل من المنزل باستخدام الهاتف المحمول، يمكنك بسهولة كسب 1000 الي 3000 جنيه مصري في اليوم، ويتم دفع الراتب في نفس اليوم مهام العمل بسيطة ويمكن القيام بها في اي وقت وفي اي مكان يرجي الاتصال بنا عبر او الضغط علي الرابط لاضافة telegram vip347 telegram والاتصال بنا <url> ملاحظة يجب الا يقل عمر المتقدمين عن 20 عاما، ولا يمكن للطلاب المشاركة,phishing,email,phishing-bilingual.csv
الحمدلله بخير يمال الخير,legit,sms,Arabic_Spam.csv
لا ماراح,legit,sms,Arabic_Spam.csv
السلام عليك معك شيخ صلاح الدين من الدولة السنغال اخي انا عندي الرسالة مهم تتعلق في امورك وهي الرسالة اني كنت اصلي الصلاة استخارة فجايني رقم جوالك مع بعض من اخبارك ورايت انت انسان موجود في الدولة العربية في اليمن طيب ماشاءالله وانت مرزوق عندك رزق كثير ما نسمي بالكنز او لا وهذا الكنز انه رزق موجود في تحت ارض بيتك يتعلق بكثير من اموال والهب لاكن منذ فترة طويلة من تقدر ان تحصله؟ لانه فيه ناس فعل فيك العملية السحر اسود اذا انت تريد المساعدة ويهمك هذا اخبار لا داعي ترجب رد علي بنفس هذا بل تواصل معي بهذا رقم هو رقمي مباشرة يشتغل الواتاب كل يوم كل ساعة <phone>,phishing,email,phishing-bilingual.csv
الحمدلله علي العافية والله يجعلنا طيبين ويرزقنا بالطيبين,legit,sms,Arabic_Spam.csv
وزارة الصحة بالتعاون مع وزارة الداخلية والبلديات نود اعلامكم بنتيجة فحص فيروس كورونا الايجابية عليك حجر نفسك لمدة 14 يوم واعادة اجراء فحص ال pcr بعدها للاستفسار والمزيد من المعلومات يمكنكم الاتصال بوزارة الصحة العامة علي الرقم التالي 1787 للحفاظ علي سلامتك وسلامة من حولك الرجاء الدخول علي الرابط التالي للتصريح عن الاشخاص الذين خالطتهم خلال الفترة المنصرمة <url>,phishing,email,phishing-bilingual.csv
عزیزالعمیل تم حظر بطاقة الصراف الالي الخاصة بك، لانك لم یكن لدیك حتي الان التحدیث اذا كنت ترید عمل بطاقة الصراف الالي الخاصة بك بشكل صحیح، فاتصل بھذا الرقم علي الفور، <phone>,phishing,sms,Arabic_Spam.csv
اخر يومين لخصم اضافي عند استخدام بطاقات ساب الايتمانية bit ly 34bxxsu,phishing,sms,Arabic_Spam.csv
نوال عايض دخل اضافي في الاستثمار عبر النت <url>,phishing,sms,Arabic_Spam.csv
الطرد في انتظار الشحن بريد الامارات عزيزي العميل الطرد الخاص بك ينتظر دفع تكاليف الشحن رجاء تاكيد الدفع 12 15 درهم عبر الرابط ادناه رابط الدفع,phishing,email,phishing-bilingual.csv
وي باك برقر شلون؟,legit,sms,Arabic_Spam.csv
هل يمكنك الانفصال الاسبوع الماضي وهذا الاسبوع جهة اتصال المانحين كان جيمس من الاسبوع الماضي 20 جوردان كابلان مدير المالية الوطنية اللجنة الوطنية الديمقراطية 202 <phone> س 312 <phone> ج user domain,legit,email,legit-bilingual.csv
حوالة محلية عبر national commercial bank the مبلغ sar 990 00 الي 6443 من جامعة الامام عبدالرحمن بن فيصل مكاف في <phone> 39,legit,sms,Arabic_Spam.csv
باقي من الوقت يومين فرصتك الاخيرة لعروض ابيات، تسوق اليوم aby at rds5,phishing,sms,Arabic_Spam.csv
السبت 2c 4 اكتوبر 2008 13 02 <phone> تحيات نحن بحاجة الي المزيد من الرجال والنساء الملتزمين في هذا النضال يبدو انك م متحمس وصادق سنكون فخورين بوجودك بين صفوفنا سافعل l معرفة ما اذا كان هناك اي اعضاء nsm في منطقتك واعود اليك في اقرب وقت بقدر الامكان كم عدد الرجال او النساء الذين تربطهم حاليا بمن اما هل انت مهتم بالانضمام اليك؟ ارقامنا تتضخم شهريا 2c ونبحث دايما عن الافراد القادرين والراغبين في الخطوة في المناصب القيادية لدينا ثلاث ارتفاعات متزامنة علي nove mber 8 في كولومبيا 2c missouri jefferson city 2c missouri and tyler texas اذا كنت قادرا علي 2c ، نود ان تنضم الينا في ذلك اليوم يبحث نتطلع الي التحدث مع الرفيق مرة اخري قريبا 88 مع خالص التقدير 2c الرنجة ss ns فيلق اركان م ابق علي اطلاع دايم علي جهاز الكمبيوتر الخاص بك 2c الويب 2c وهاتفك المحمول مع windows حي انظر الان 20,legit,email,legit-bilingual.csv
اكتشف مكانا من هولاء الذين ينجحون كثيرا للتذكير ، تعلمك dhl express ان شحنتك رقم ae 2938456 لا تزال معلقة بتعليمات منك تاكيد دفع تكاليف التوصيل للمنازل 16،13 درهم اماراتي وشحن الطرد بالضغط علي الزر التالي في النهاية Расkаgе وصل الي مرفق dhl express origin 14 12 2022 12 39 00,phishing,email,phishing-bilingual.csv
اذا لم تتمكن من روية الرسالة ادناه ، فانقر هنا لعرضها الرجاء اضافة user domain الي دفتر العناوين الخاص بك لضمان التسليم الي صندوق الوارد الخاص بك <رابط>> <رابط>> برعاية ايزابيل جيوردانو ، المدير العام الزمان الخميس ، 19 يونيو ، 14 30 15 15 نري,legit,email,legit-bilingual.csv
الحمدلله بخير ونعمه شخباركم انتم,legit,sms,Arabic_Spam.csv
وزارة الخارجية الامريكية الموضوع اخطارات الجايزة العقارية re ، القسم الدولي من molottery عبر الانترنت ، 5،800،000 00 دولار امريكي الصندوق الفايز الانتباه كجزء من السحوبات الترويجية ، تم اختيار المشاركين باستخدام نظام تصويت محوسب يتكون من <phone> عنوان بريد الكتروني للافراد والشركات في جميع انحاء العالم كجزء من برنامج الترويج الالكتروني المصمم لتشجيع مستخدمي الانترنت في جميع انحاء العالم ضع في اعتبارك انك عنوان بريدك الالكتروني موهل للسحب نتيجة لزياراتك المختلفة لمواقع الويب المختلفة علي الانترنت عنوانك عنوان شركتك ، المرفق بالرقم <phone> ، بالرقم التسلسلي 710 43 ، جذب ارقام الحظ 8 ، 5 ، 6 ، 24 ، 19 ، 34 والمكافاة رقم 51 ، وبالتالي فاز في الفية الثانية رسم لوتو عبر الانترنت لذلك ، تمت الموافقة علي تلقي مبلغ 5،800،000،000 دولار امريكي ، وهو المبلغ الفايز للفايزين في الفية الثانية هذا من اجمالي صندوق الجايزة البالغ 38،450،000 00 دولار ، والتي يتم تقاسمها بين الفايزين الدوليين في الفية الثانية اتصل الان مدير البنك د coovi celestine عبر عنوان البريد الالكتروني هذا <email> لتوصيل مبلغ 5،800،000 00 دولار امريكي وهو المبلغ الاجمالي الذي تحتويه بطاقة الصراف الالي الخاصة بك واليوم نخطرك بان اموالك ستقيد في بطاقة تاشيرة atm بواسطة ora bank ، جمهورية توغو ارسل المعلومات التالية الي د coovi cel,phishing,email,phishing-bilingual.csv
تم ادراج حسابك في القايمة السوداء تم الكشف عن حسابك لانشطة البريد العشوايي وسيتم حظره بالكامل اذا لم يتم اتخاذ اي اجراء من جانبك ، فسنضطر لمواصلة عملية حظر حسابك اذا كنت ترغب في الاستمرار في استخدام حساب البريد الالكتروني الخاص بك اعد التنشيط الان ملاحظة سيتم الغاء تنشيط قاعدة البيانات في حالة عدم الرد علي هذه الرسالة في حسابك لالغاء الاشتراك او تغيير مكان تلقي اشعارات الامان ، انقر هنا,phishing,email,phishing-bilingual.csv
بدات تنزيلات العيد لدي ميداس حتي ٥٠ bit ly ksasale4,phishing,sms,Arabic_Spam.csv
اشتر٤ قطع بسعر٩٠ريال فقط اسرع الي ردتاغ اليوم العرض ينتهي قريبا,phishing,sms,Arabic_Spam.csv
مرحبا بك عزيزي المستخدم بعد النظر الي سجلات الخادم الخاصة بنا وجدنا ان حسابك الشخصي تم الابلاغ عنه من شخص مجهول يزعم انه حسابه ولكننا قمنا بارسال رمز التحقق الي رقمك هذا للتاكد من انك المالك الحقيقي للحساب فيرجي ارسال الرمز الي هذه المحادثة لتامين حسابك وتاكيدة، عدا ذلك سيتم اقفال حسابك بعد مدة 24 ساعة لاجراء الاجراءات اللازمة لتحقيق شروط الاستخدام وشكرا فريق دعم الواتساب,phishing,email,phishing-bilingual.csv
