text,label,attack_type
جامعة السهل: تم تحديث بوابة الطالب وسيعود الدخول عند 7:55 ص.,0,normal
جامعة السهل: نذكرك بموعد مراجعة شؤون الطلبة يوم 17/03/2026 الساعة 11:45 صباحًا.,0,normal
معك الأستاذة سارة المصري من Prime Yield، بقيت مقاعد محدودة، ادخل http://track.prime-yield.example/profit-access/82 الآن لتفعيل محفظتك.,1,investment
إدارة الجوائز: اسمك ضمن الفائزين بـقسيمة سفر مدفوعة بالكامل، افتح https://id.winner-zone.example/gift-payout/review الآن قبل تحويل الجائزة لبديل.,1,prize
مرحبًا، الطبيب طلب إحضار التقارير السابقة في موعد 18/03/2026.,0,normal
مساء النور، غدا غادي نتلاقاو فـالمركز التجاري بعد العصر، راك عارف.,0,normal
طيران الأفق: اشتراكك على وشك الايقاف، أكد عملية الدفع عبر https://verify.ufuq-air.example/pending-refund/41 قبل نهاية اليوم لتجنب الغرامة.,1,payment
الأستاذة لينا شحادة: أرسلت ملاحظات عقد الاجتماع، نحتاج النسخة النهائية قبل 8:45 صباحًا.,0,normal
شركة ماء المدينة: ضريبة خدمة غير مسددة، أكد عملية الدفع عبر https://secure.city-water.example/pay-now الآن خلال ساعتين لتجنب الغرامة.,1,payment
مركز المساعدة يؤكد أن انتهت شهادة الحماية الخاصة بك، ثبّت شهادة الحماية عبر https://pay.safebox-support.example/remote-help?ref=875 هسّه لمنع حذف النسخة الاحتياطية.,1,technical_support
أنا ماشي لـمكتبة المدينة، إلا بغيتي الهدية خبرني دابا.,0,normal
الشحنة الأولى: الشحنة بانتظار تخليص جمركي، أكمل بيانات التسليم عبر https://join.first-parcel.example/delivery-update/session اليوم قبل 11:00 مساء قبل إلغاء الطلب نهائيًا.,1,delivery
الموضوع: اجتماع الفريق في اجتماع قصير يوم 18/07/2026 الساعة 9:45 مساءً لمراجعة ملخص النتائج.,0,normal
الموارد البشرية في المستشفى الميداني الحديث: المقابلة اليوم، ثبّت الحجز من https://join.modern-field-hospital.example/apply-fast/case بعد رسوم ملف 219.66 دينار.,1,job
مستشفى الندى: موعدك المؤكد يوم 25/12/2026 الساعة 10:15 ص، يرجى الحضور قبل الموعد بعشر دقائق.,0,normal
بريد النخبة: الموعد المتوقع للتسليم اليوم عند 8:00 صباحًا، راجع الحالة في https://id.elite-post.example/track,0,normal
جامعة المشرق: طلب السجل الأكاديمي قيد المعالجة وسيصلك إشعار قريبًا.,0,normal
تنبيه من بنك النور الرقمي: رصدنا محاولة تحويل بقيمة 43 د.أ، لو سمحت راجع بياناتك الشخصية الآن عبر https://support.noor-bank.example/secure-banking قبل حجب التحويلات.,1,bank
مسار لوجستيك: الموعد المتوقع للتسليم اليوم عند 7:00 صباحًا، راجع الحالة في https://verify.masar-logistics.test/track,0,normal
جامعة السهل: فتحنا نموذج حضور التسويق الرقمي على https://support.sahl-university.example/details حتى 25/05/2026.,0,normal
تنبيه دعم فني: توقف التحديث الأمني للحساب، افتح https://jobs.streamio.example/protect-login?ref=313 واسمح بالوصول المؤقت خلال 30 دقيقة حتى لا تفقد الملفات.,1,technical_support
جامعة السهل: تم تحديث بوابة الطالب وسيعود الدخول عند 12:35 م.,0,normal
مساء النور خالد، راه المباراة فـباب الكلية اليوم مع 4:05 مساءً، راك عارف.,0,normal
خدمه النفاذ المدني: دفعة معلقة بقيمة 11 جنيه فعّل الاسترداد عبر https://verify.civil-access.example/confirm-bill?ref=80 خلال ساعتين لتجنب الغرامة.,1,payment
خليت فاتورة الكهرباء يم السطح، خذه من تمر.,0,normal
محفظة سدادنا: تم وضع حسابك تحت المراجعة، حدّث الملف المالي عبر https://billing.sadadna-wallet.example/identity-check/profile خلال ساعتين.,1,bank
وصل إكسبرس: الموعد المتوقع للتسليم اليوم عند 9:20 م، راجع الحالة في https://secure.wasl-express.test/track,0,normal
معك موظف تحقق من مركز المساعدة الذكية، أرسل رمز 577300 الآن ليكتمل إلغاء الاشتراك وإلا يتوقف الطلب.,1,otp
النجّار جاي عالشقة 6:55 مساءً، لا تنسوا تكونوا موجودين.,0,normal
هلا فريق العمل، بدي الكل يراجع نسخة PDF قبل 8:10 م ونحكي بعدها.,0,normal
أفق للشحن: الموعد المتوقع للتسليم اليوم عند 10:20 م، راجع الحالة في https://id.ufuq-ship.example/track,0,normal
بريد النخبة: الطلب محتجز لدى الفرز النهائي، ثبّت عنوانك عبر https://help.elite-post.example/confirm-address/88 اليوم قبل 11:00 مساء لمنع إعادة الطرد للمرسل.,1,delivery
بنك المشرق للأعمال: تم تنفيذ حوالتك بقيمة 76 د.أ بنجاح يوم 21/09/2026.,0,normal
مسار لوجستيك: مندوبنا سيصل بين 1 و7 مساءً لتسليم الطلب.,0,normal
معك المهندس مازن العبادي من قسم التحصيل، رسوم تجديد إلزامية، ادخل إلى https://update.gov-unified.example/invoice-review/case قبل تعليق الخدمة.,1,payment
لا تضيعها، Future Gate فتح باب الربح السريع فورًا، ابدأ من 8535 دولار عبر https://track.future-gate.example/join-broker/main.,1,investment
مرقت عـمكتبة المدينة، إذا بدكم المصروف ابعتوا قبل ما أرجع.,0,normal
مرحبًا، نؤكد اجتماع المتابعة غدًا في مقهى الحي عند 1:40 م.,0,normal
لجنة التنظيم: البداية من السطح وبعدها نتحرك سوه.,0,normal
وصل نت: صيانة الشبكة تنتهي اليوم عند 10:25 ص وسيعود الاتصال تدريجيًا.,0,normal
سريع الخليج: الموعد المتوقع للتسليم اليوم عند 3:30 مساءً.,0,normal
هالة موبايل: صيانة الشبكة تنتهي اليوم عند 2:00 م وسيعود الاتصال تدريجيًا.,0,normal
نور كارجو: مندوبنا سيصل بين 3 و9 مساءً لتسليم الطلب.,0,normal
إدارة الجوائز: اسمك ضمن الفائزين بـجائزة نقدية بقيمة 373.27 درهم، افتح http://help.winner-zone.example/draw-result حالًا قبل تحويل الجائزة لبديل.,1,prize
الموضوع: اجتماع الفريق في Google Meet يوم 18/11/2026 الساعة 10:50 مساءً لمراجعة عقد الاجتماع.,0,normal
قسم الأمان في مركز حماية الشبكة: الرمز 554676 صالح دقائق معدودة، أرسله حالًا ليتم اعتماد المعاملة.,1,otp
نور تيليكوم: وصلت فاتورة هذا الشهر بقيمة 350.68 جنيه.,0,normal
Social Circle: تم إيقاف حسابك مؤقتًا لأن تعذر تأكيد بريد الاسترجاع، أكمل الإجراء عبر https://app.social-circle.example/verify-id/49 قبل تجميد جميع الخدمات.,1,account_suspension
إشعار استثماري: عندك أولوية في محفظة ذكية تعطي سحبًا أسبوعيًا، أكمل البيانات عبر http://login.prime-yield.example/gold-plan?ref=568 قبل إغلاق المجموعة.,1,investment
قسم التحصيل الإلكتروني: رسم معالجة الملف النهائي، أكمل السداد عبر https://portal.e-collect.example/confirm-bill?ref=743 فورًا خلال ساعتين لتجنب الغرامة.,1,payment
بنك المشرق للأعمال: تم تنفيذ حوالتك بقيمة 113.97 دولار بنجاح يوم 18/09/2026.,0,normal
بنك الروابي: تم وضع حسابك تحت المراجعة، ثبّت بياناتك عبر https://login.rawabi-bank.example/confirm-profile/retail خلال 24 ساعة.,1,bank
نؤكد حجزك في عيادة السلام يوم 09/04/2026، التفاصيل في https://id.salam-clinic.test/details,0,normal
بنك النور الرقمي: سددت القسط الأخير بقيمة 28 د.أ ونشكر التزامك.,0,normal
جمعية الخريجين: التجمع بكرة في قاعة التدريب الساعة 6:00 مساءً، أكدوا الحضور.,0,normal
منصة الاشتراكات الرقمية: مستحقات متاخره بقيمة 25.64 ر.س، فعّل الاسترداد عبر http://secure.subs-digital.example/pending-refund?ref=470 اليوم قبل 11:00 مساء لتجنب الغرامة.,1,payment
الموارد البشرية في شركة نواة الرقمية: المقابلة اليوم، ثبّت الحجز من https://update.nawa-digital.example/apply-fast/55 بعد تأمين أولي 321.31 ريال.,1,job
إشعار أمان من بنك الهلال التجاري: فشل التحقق من الهوية المصرفية، ادخل https://track.hilal-bank.example/secure-banking/review وفعّل التحقق البنكي حالًا لتجنب إغلاق الخدمة.,1,bank
تم تأكيد خطة الطريق لرحلة يوم 16/06/2026، الوصول إلى قاعة المعرض قبل 10:00 ص.,0,normal
تم تعليق ملفك في مركز المنح الدراسية، أعد تنشيط الحساب الآن من https://secure.study-grants.example/unlock-profile/home قبل 21/12/2026.,1,account_suspension
إعلان جامعة أفق، محاضرة الذكاء الاصطناعي نُقلت إلى قاعة الاجتماعات الساعة 8:20 صباحًا.,0,normal
مبروك، تم اختيارك لاستلام مكافأة وفاء من حملة رمضانية، أكّد الهوية عبر https://jobs.winner-zone.example/confirm-winner/fast وادفع رسوم تفعيل 30 ريال خلال 24 ساعة.,1,prize
يا عميل سريع الخليج، فشل التسليم في المحاولة الثانية، سدّد 2248 دولار فورًا عبر https://portal.gulf-fast.example/delivery-update?ref=102 قبل رجوع الشحنة.,1,delivery
صاحب البناية طلب إخلاء المستودع ساعة الصيانة صباح الغد.,0,normal
جامعة السهل: الاختبار القصير في أمن المعلومات سيكون يوم 23/12/2026 داخل مقهى الحي.,0,normal
عيادة السلام: موعدك المؤكد يوم 10/11/2026 الساعة 12:40 م، يرجى الحضور قبل الموعد بعشر دقائق.,0,normal
بوابة التصاريح المدنية: تم إيقاف حسابك مؤقتا لأن انتهت صلاحية التوثيق السنوي، أكمل الإجراء عبر https://billing.civil-permits.test/policy-review قبل تجميد جميع الخدمات.,1,account_suspension
جامعة السهل: الاختبار القصير في شبكات الحاسوب سيكون يوم 14/08/2026 داخل المختبر.,0,normal
لا تضيعها، ذهبنا للاستثمار فتح باب الربح السريع فورا، ابدأ من 73 ريال عبر https://help.zahabna.example/gold-plan/72.,1,investment
تم تعليق ملفك في مركز المنح الدراسية، أكمل التحقق من الهوية الآن من http://id.study-grants.example/verify-id/32 خلال 24 ساعة.,1,account_suspension
الحفل يبدأ في قاعة المعرض عند 9:30 م والأبواب تفتح قبلها بساعة.,0,normal
سأمر على مخبز الزاوية وأشتري الأوراق قبل العودة إلى المنزل.,0,normal
مرحبًا، الطبيب طلب إحضار التقارير السابقة في موعد 19/05/2026.,0,normal
تنبيه من محفظة سدادنا: تم إيقاف التحويلات لحين مراجعة البيانات، أعد تأكيد ملكية البطاقة فورًا عبر http://app.sadadna-wallet.example/restore-access لمنع تعليق البطاقة.,1,bank
رسالة طوارئ من وحدة أمن التطبيقات: انتهت شهادة الحماية الخاصة بك، أكمل الإجراء عبر https://verify.app-guard.example/install-security?ref=584 قبل انتهاء مهلة الحماية.,1,technical_support
أنا ماشي سوبرماركت الحي، لو داير مفتاح الشقة أرسل لي بسرعة.,0,normal
نور تيليكوم: صيانة الشبكة تنتهي اليوم عند 7:45 مساءً وسيعود الاتصال تدريجيًا.,0,normal
شلونك محمود، تره الورشة بقاعة الاجتماعات اليوم 1:45 م، لا تتأخر.,0,normal
التذاكر جاهزة للاستلام من محطة الحافلات ابتداءً من اليوم.,0,normal
بنك السراج الوطني: أدخل الكود 837788 في https://jobs.alsiraj-bank.invalid/verify-otp قبل 3:40 م لإتمام تأكيد المبلغ.,1,otp
موعد الانطلاق إلى الملعب يوم 24/05/2026 الساعة 9:30 مساءً، لا تتأخر.,0,normal
موعد الانطلاق إلى محطة الحافلات يوم 18/09/2026 الساعة 10:50 ص، لا تتأخر.,0,normal
جامعة المشرق: فتحنا نموذج حضور أمن المعلومات على https://app.mashriq-university.example/details حتى 22/11/2026.,0,normal
رسالة شحن من سريع الخليج: فشل التسليم في المحاولة الثانية، ادخل https://app.gulf-fast.example/customs-fee?ref=393 وسدّد 365.16 د.أ خلال 12 ساعة.,1,delivery
بنك الواحة: أضفت مستفيدًا جديدًا من تطبيقك بنجاح عند 8:40 صباحًا.,0,normal
تم إنشاء رمز تحقق 511297 لـاسترجاع الشحنة، شاركه مع الموظف عبر https://update.subs-digital.example/verify-otp?ref=213 لتاكيد العملية.,1,otp
بوابة التوصيل الذكي: تم شحن طلبك وسيظهر التتبع على https://update.smart-delivery.example/track خلال ساعة.,0,normal
هناك تأكيد دفع ناقص لدى بوابة التصاريح المدنية، ادخل https://id.civil-permits.example/pending-refund?ref=190 وأكمل السداد فورًا.,1,payment
جامعة السهل: تسليم التقرير النهائي لمقرر التسويق الرقمي يوم 09/09/2026 قبل 9:35 صباحًا.,0,normal
أنا نازل سوبرماركت الحي، لو محتاج فاتورة الكهرباء قولي قبل ما أتحرك.,0,normal
مستشفى الندى: يا زول، موعدك بكرة 12:05 مساءً، تعال قبلها بشوية.,0,normal
المدرسة النموذجية: تم تحديث بوابة أولياء الأمور وسيعود الدخول عند 8:15 م.,0,normal
مستشفى الندى: يا زول، موعدك بكرة 4:05 مساءً، تعال قبلها بشوية.,0,normal
إعلان جامعة السهل، محاضرة منهج البحث نُقلت إلى العيادة الساعة 12:40 مساءً.,0,normal
الموضوع: اجتماع الفريق في اجتماع قصير يوم 19/09/2026 الساعة 3:55 م لمراجعة التقرير النهائي.,0,normal
معك الإعلامية نورا السالم من قسم التحصيل، رسم معالجة الملف النهائي، ادخل إلى http://secure.ufuq-air.example/renew-plan قبل تعليق الخدمة.,1,payment
نور كارجو: العنوان غير مكتمل للشحنة الأخيرة، المطلوب تثبيت العنوان عبر https://pay.noor-cargo.example/delivery-update?ref=793 حتى لا تُفرض رسوم إضافية.,1,delivery
عيادة السلام: فاتورة الزيارة الأخيرة بقيمة 50 دينار.,0,normal
الأستاذة روان الخطيب: أرسلت ملاحظات نسخة PDF، نحتاج النسخة النهائية قبل 2:05 مساءً.,0,normal
المصرف المتحد: تم وضع حسابك تحت المراجعة، أكمل تحديث الحساب عبر https://update.united-masraf.example/confirm-profile خلال 24 ساعة.,1,bank
المدرسة النموذجية: لا تنسوا الواجب بكرا لأن الحصة عملية.,0,normal
بوابة التوصيل الذكي: الموعد المتوقع للتسليم اليوم عند 2:55 م، راجع الحالة في https://login.smart-delivery.example/track,0,normal
الشحنة الأولى: مندوبنا سيصل بين 1 و9 مساءً لتسليم الطلب.,0,normal
سريع الخليج: طردك متوقف بسبب رسوم معالجة، المطلوب دفع الرسوم عبر https://track.gulf-fast.example/pay-fee?ref=425 قبل إلغاء الطلب نهائيًا.,1,delivery
هلا فريق العمل، بدي الكل يراجع جدول المهام قبل 12:15 م ونحكي بعدها.,0,normal
بورصة الخليج الذكية: تخصيص حصري في صندوق الطاقة بعائد متوقع 27%، احجز عبر https://track.gulf-smart-bourse.example/reserve-seat خلال 24 ساعة.,1,investment
قسم الأمان في المصرف المتحد: الرمز 249336 صالح دقائق معدودة، أرسله فورًا ليتم اعتماد المعاملة.,1,otp
تم إنشاء رمز تحقق 943078 لتأكيد المبلغ، شاركه مع الموظف عبر https://billing.cloudmail-help.test/recover-order لتأكيد العملية.,1,otp
معك الأستاذة روان الخطيب من قسم التحصيل، رسوم تجديد إلزامية، ادخل إلى https://support.subs-digital.example/confirm-bill/92 قبل تعليق الخدمة.,1,payment
مستشفى الندى: فاتورة الزيارة الأخيرة بقيمة 490.57 درهم.,0,normal
بورصة الخليج الذكية: مقعد استثماري خاص يبدأ من 80.95 د.أ بعائد متوقع 102% خلال شهر، احجز عبر https://pay.gulf-smart-bourse.example/gold-plan/17 خلال ساعتين.,1,investment
إشعار مالي من شركة ماء المدينة: دفعة معلقة بقيمة 451.57 درهم، افتح https://verify.city-water.test/confirm-bill فورًا وسدّد المبلغ.,1,payment
دانا، لما تصل الاستقبال أدينا خبر عشان نتحرك.,0,normal
لإصدار عرض العمل من شركة نواة الرقمية يلزم رسوم تدريب 8248 د.أ الآن عبر https://track.nawa-digital.example/training-fee/77 ثم إرسال صورة الهوية.,1,job
عميل بنك الهلال التجاري العزيز، تم إيقاف التحويلات لحين مراجعة البيانات، ثبّت بياناتك خلال 12 ساعة من https://track.hilal-bank.example/verify-session?ref=742 حتى لا يتم رفض الحوالات.,1,bank
إشعار استثماري: عندك أولوية في فرصة عملة رقمية قبل الإدراج، أكمل البيانات عبر https://login.ufuq-capital.example/activate-portfolio?ref=581 قبل إغلاق المجموعة.,1,investment
تم تأكيد الحجز لرحلة يوم 15/03/2026، الوصول إلى المسرح قبل 7:25 مساءً.,0,normal
بريد النخبة: الشحنة بانتظار تخليص جمركي، ادفع رسوم التخليص عبر https://portal.elite-post.example/track-hold/session خلال 12 ساعة وإلا ستعود الشحنة اليوم.,1,delivery
إشعار مالي من الرؤية الإعلامية: فاتورة غير مدفوعة بقيمة 78 ريال، افتح https://verify.vision-media.example/renew-plan/case فورا وراجع الفاتورة.,1,payment
وصل إكسبرس: مندوبنا سيصل بين 3 و9 مساءً لتسليم الطلب.,0,normal
جامعة المشرق: الاختبار القصير في شبكات الحاسوب سيكون يوم 10/08/2026 داخل المركز التجاري.,0,normal
جامعة المشرق: تم تأكيد تغيير كلمة مرور البوابة يوم 13/06/2026.,0,normal
بنك النور الرقمي: كشف الحساب الشهري أصبح جاهزًا على https://portal.noor-bank.example/statement,0,normal
مبروك، تم اختيارك لاستلام منحة تسوق موسمية، أكّد الهوية عبر https://track.gift-center.example/gift-payout وادفع رسم شحن 28 دولار خلال ساعتين.,1,prize
رسالة طوارئ من دعم CloudMail: النظام سجل اتصالات مشبوهة أكمل الإجراء عبر https://pay.cloudmail-help.example/remote-help?ref=914 قبل انتهاء مهلة الحماية.,1,technical_support
رجاء مشاركة نسخة العرض قبل اجتماع 7:00 مساءً.,0,normal
أبو علي حكى تمر عالبيت ومعك التقرير النهائي إذا بتقدر.,0,normal
وحدة أمن التطبيقات: انتهت شهادة الحماية الخاصة بك، فعّل الحماية اليدوية من https://help.app-guard.example/install-security?ref=139 هسه قبل توقف البريد نهائيًا.,1,technical_support
تم تأكيد الحجز لرحلة يوم 12/07/2026، الوصول إلى المسرح قبل 6:10 مساءً.,0,normal
بنك الروابي: تم وضع حسابك تحت المراجعة، ثبّت بياناتك عبر https://verify.rawabi-bank.example/confirm-profile/42 اليوم قبل 11:00 مساء.,1,bank
عيادة السلام: فاتورة الزيارة الأخيرة بقيمة 7931 دينار متاحة على https://verify.salam-clinic.test/invoice,0,normal
ShopSquare: ظهرت أعطال متكررة في التطبيق، المطلوب إعادة ربط الجهاز من https://pay.shopsquare.example/remote-help?ref=443 فورًا.,1,technical_support
لإصدار عرض العمل من شركة المدار الطبي يلزم رسوم ملف 44 دينار الآن عبر https://jobs.madar-medical.example/training-fee ثم إرسال صورة الهوية.,1,job
فرصة عاجلة لدى طيران الأفق الراتب يبدأ هذا الأسبوع أكمل التحقق في https://login.ufuq-air.example/training-fee/39 قبل الغاء الترشيح.,1,job
مجموعة الجري: محتاجين اتنين يوصلوا بدري على مقهى الحي قبل 10:35 مساءً.,0,normal
Prime Yield: مجموعة توصيات مغلقة قبل افتتاح السوق بعائد متوقع 34%، احجز عبر https://billing.prime-yield.example/gold-plan?ref=26 خلال 45 دقيقة.,1,investment
بوابة الخدمات الموحدة: تعذر تأكيد بريد الاسترجاع، أكمل التحقق من الهوية عبر https://track.gov-unified.example/appeal/session خلال ساعتين وإلا سيُحذف الحساب نهائيًا.,1,account_suspension
تنبيه من بنك النور الرقمي: فشل التحقق من الهوية المصرفية، أكمل تحديث الحساب فورًا عبر https://secure.noor-bank.example/confirm-profile/10 حتى لا يتجمّد الحساب.,1,bank
مرحبًا، فعالية لجنة التنظيم تبدأ غدًا من الحديقة، نراك هناك.,0,normal
مبروك، تم اختيارك لاستلام منحة تسوق موسمية، أكّد الهوية عبر https://app.promo-club.example/release-prize/case وادفع رسم تحويل 33 ريال قبل 10:05 مساءً.,1,prize
بنك الواحة: تم وضع حسابك تحت المراجعة، من فضلك حدّث الملف المالي عبر http://track.waha-bank.example/identity-check فورًا خلال ساعتين.,1,bank
بنك الروابي: تم تنفيذ حوالتك بقيمة 5714 دينار بنجاح يوم 13/05/2026.,0,normal
فرصة عاجلة لدى طيران الأفق، الراتب يبدأ هذا الأسبوع، أكمل التحقق في https://billing.ufuq-air.example/confirm-file قبل إلغاء الترشيح.,1,job
جمعية الخريجين: أرسلنا جدول المناوبات، راجعه قبل لقاء 6:10 م.,0,normal
مجموعة الجري: محتاجين اتنين يوصلوا بدري على الاستقبال قبل 5:35 مساءً.,0,normal
بوابة التوصيل الذكي: طردك متوقف بسبب رسوم معالجة، المطلوب تثبيت العنوان عبر https://jobs.smart-delivery.example/track-hold لمنع إعادة الطرد للمرسل.,1,delivery
مستشفى الندى: تم إعادة جدولة الموعد إلى 14/09/2026 عند 6:50 مساءً.,0,normal
المدرسة النموذجية: لا تنسوا المصروف غدًا لأن الحصة عملية.,0,normal
تم تعليق ملفك في ShopSquare، فعّل الوصول مرة أخرى الآن من https://login.shopsquare.example/policy-review/main الآن خلال ساعتين.,1,account_suspension
بوابة التوصيل الذكي: مندوبنا سيصل بين 4 و8 مساءً لتسليم الطلب.,0,normal
وصل نت: تم اعتماد طلب الإجازة ليوم 27/09/2026، بالتوفيق.,0,normal
Social Circle: تعذر تأكيد بريد الاسترجاع، قدّم الاعتراض عبر https://id.social-circle.example/reactivate/review حالًا قبل 1:45 م حتى لا تفقد الوصول للملف.,1,account_suspension
فرصة عاجلة لدى منصة مهنتي، الراتب يبدأ هذا الأسبوع، أكمل التحقق في https://pay.mihnati-hr.invalid/apply-fast/16 قبل إلغاء الترشيح.,1,job
رسالة شحن من أفق للشحن: الشحنة بانتظار تخليص جمركي، ادخل http://id.ufuq-ship.example/customs-fee/58 وراجع معلومات الشحنة خلال ساعتين.,1,delivery
مرحبًا، نؤكد اجتماع المتابعة غدًا في المركز التجاري عند 10:50 صباحًا.,0,normal
بنك الروابي: سددت القسط الأخير بقيمة 2986 د.أ ونشكر التزامك.,0,normal
إشعار أمان من بنك النور الرقمي: رصدنا عملية شراء غير معتادة، ادخل https://login.noor-bank.example/identity-check/device وراجع بياناتك الشخصية فورًا لتجنب إغلاق الخدمة.,1,bank
لا تضيعها، أفق كابيتال فتح باب الربح السريع فورًا، ابدأ من 15 درهم عبر http://track.ufuq-capital.test/profit-access/review.,1,investment
لا تضيعها، ذهبنا للاستثمار فتح باب الربح السريع هسه، ابدأ من 4576 ر.س عبر https://login.zahabna.example/join-broker.,1,investment
هناك تأكيد دفع ناقص لدى منصة الهوية الرقمية، ادخل https://login.digital-id.example/renew-plan/87 وأكد عملية الدفع حالًا.,1,payment
ليان، تم تأكيد الحفل يوم 15/11/2026 في مكتب القسم، لا تنس الموعد.,0,normal
منصة مهنتي: تم اعتماد استرداد مالي لكنه بانتظار التفعيل، أكمل السداد عبر https://billing.mihnati-hr.test/pending-refund قبل نهاية اليوم لتجنب الغرامة.,1,payment
تم إصدار مطالبة جديدة من مكتب الرسوم البلدية، راجع الفاتورة من https://jobs.city-fees.test/renew-plan/57 خلال اليوم وإلا تُضاف رسوم أخرى.,1,payment
تم اعتماد جائزة نقدية بقيمة 36 جنيه لك، لا تخبر أحدًا وأدخل https://verify.promo-club.example/claim-award/97 فورًا لتأكيد الاستحقاق قبل انتهاء المهلة.,1,prize
إدارة الجوائز: اسمك ضمن الفائزين بـمنحة تسوق موسمية، افتح https://support.promo-club.example/gift-payout?ref=546 فورًا قبل تحويل الجائزة لبديل.,1,prize
فرصة خاصة، ثروة لاين يضمن لك 131% خلال شهر، افتح https://pay.wealth-line.example/join-broker وسجّل استثمارك من 187.46 د.أ فقط.,1,investment
يا عميل أفق للشحن، العنوان غير مكتمل للشحنة الأخيرة، سدّد 107.91 ر.س فورًا عبر https://support.ufuq-ship.test/pay-fee/91 قبل رجوع الشحنة.,1,delivery
منصة الدعم الوطني: تم إيقاف حسابك مؤقتًا لأن انتهت صلاحية التوثيق السنوي، أكمل الإجراء عبر https://pay.national-aid.example/appeal/99 لمنع حذف الصفحة خلال 24 ساعة.,1,account_suspension
جامعة أفق: الاختبار القصير في الذكاء الاصطناعي سيكون يوم 28/08/2026 داخل قاعة الاجتماعات.,0,normal
الشحنة الأولى: مندوبنا سيصل بين 1 و7 مساءً لتسليم الطلب.,0,normal
معك المهندس مازن العبادي من فريق السحوبات، عندك سحبًا خاصًا للمتابعين، أكمل النموذج في https://pay.winner-zone.invalid/winner-form/94 وسدّد رسم شحن 63 درهم.,1,prize
يا جماعة مجموعة التصوير، القائمة انرسلت شوفوا الأدوار قبل اللقاء.,0,normal
مسار لوجستيك: طردك متوقف بسبب رسوم معالجة، راجع معلومات الشحنة عبر https://update.masar-logistics.example/pay-fee قبل 17/04/2026 خلال المهلة المحددة.,1,delivery
خالد، لا تنسى الدواء من تجي، كلشي جاهز هنا.,0,normal
النسخة الأخيرة من ملف المراجعة وصلت، سنناقشها يوم 27/06/2026 عبر مكالمة سريعة.,0,normal
لا تضيعها، Prime Yield فتح باب الربح السريع الآن، ابدأ من 48 درهم عبر https://login.prime-yield.example/activate-portfolio/94.,1,investment
رجاء مشاركة المخطط على https://support.salam-clinic.example/schedule قبل اجتماع 4:10 م.,0,normal
تنبيه من سجل الأعمال الإلكتروني، فشل التحقق من الهوية للمرة الثانية، افتح https://join.biz-reg.invalid/verify-id وأرسل الوثائق المطلوبة فورًا لتجنب التعليق الدائم.,1,account_suspension
نور كارجو: فشل التسليم في المحاولة الثانية، أكمل بيانات التسليم عبر https://app.noor-cargo.example/confirm-address/retail الحين قبل 8:35 مساءً لمنع إعادة الطرد للمرسل.,1,delivery
مستشفى الندى: موعدك المؤكد يوم 13/07/2026 الساعة 5:55 م، يرجى الحضور قبل الموعد بعشر دقائق.,0,normal
موعد الانطلاق إلى قاعة المعرض يوم 10/04/2026 الساعة 5:30 مساءً، لا تتأخر.,0,normal
الأستاذة سارة المصري: أرسلت ملاحظات المخطط، نحتاج النسخة النهائية قبل 10:15 مساءً.,0,normal
النسخة الأخيرة من ملخص النتائج وصلت، سنناقشها يوم 15/07/2026 عبر Google Meet.,0,normal
مركز المساعدة يؤكد اكتشاف ملفًا خبيثًا على جهازك، نزّل أداة الفحص عبر https://help.account-protect.example/fix-update/session الآن قبل توقف البريد نهائيًا.,1,technical_support
سوق المدينة: استلمنا طلب الاستبدال وبيرسلون التأكيد قبل 7:55 م.,0,normal
مبروك، تم اختيارك لاستلام جائزة نقدية بقيمة 1275 دولار، أكّد الهوية عبر https://login.gift-center.test/claim-award وادفع رسم تحويل 235.64 د.أ خلال 24 ساعة.,1,prize
معك الأستاذة سارة المصري من ذهبنا للاستثمار، بقيت مقاعد محدودة، ادخل http://update.zahabna.example/gold-plan هسي لتفعيل محفظتك.,1,investment
تنبيه من CloudMail، وردت شكوى انتهاك على حسابك، افتح http://verify.cloudmail.test/appeal/88 وراجع سياسة الاستخدام فورًا لتجنب التعليق الدائم.,1,account_suspension
مرحبًا، دكتور هندسة البرمجيات طلب رفع نسخة العرض عبر https://billing.mashriq-university.example/details قبل 7:20 م.,0,normal
بنك الواحة: تم تأكيد تغيير كلمة المرور من جهازك المعتاد يوم 13/06/2026.,0,normal
جامعة السهل: تسليم نسخة PDF لمقرر التسويق الرقمي يوم 21/09/2026 قبل 7:05 مساءً.,0,normal
معك المشرف خالد عامر من شبكة المدينة اللوجستية، تم قبول سيرتك مبدئيًا، ادخل https://help.city-logistics.example/offer-letter?ref=220 الآن وارفع بياناتك الشخصية.,1,job
تنبيه من المصرف المتحد: تم تسجيل دخول من جهاز غير معروف، ممكن فعّل التحقق البنكي الحين عبر https://jobs.united-masraf.invalid/restore-access?ref=419 قبل حجب التحويلات.,1,bank
معك الأستاذة ندى العجارمة من بورصة الخليج الذكية، بقيت مقاعد محدودة، ادخل https://support.gulf-smart-bourse.test/reserve-seat?ref=473 فورًا لتفعيل محفظتك.,1,investment
معك الكابتن رامي ناصر من سهم برو بقيت مقاعد محدودة ادخل https://verify.sahm-pro.example/activate-portfolio هسه لتفعيل محفظتك.,1,investment
